pincode,latitude,longitude
788713,24.87,92.35
843111,26.2107412,85.1929372
785602,26.2897779,93.9318882
560058,13.0254125,77.5090234
394180,21.2742213,72.9710664
202122,27.9888127,78.0662092
784182,26.78136,92.9158829
700023,22.5367728,88.3229015
431712,19.3417891,77.6295988
795134,24.7071483,93.8225973
413006,17.6551124,75.9492817
226008,26.7643153,80.87537
451441,21.7425218,75.441562
852127,25.6900874,86.6405455
380005,23.0849269,72.5930311
741501,23.2748432,88.6393003
243638,28.0913772,78.7398005
804401,25.2526677,84.6903775
843319,26.5241507,85.7866862
360050,22.06305,71.232619
410504,19.1184844,73.9764866
360006,22.3238171,70.7683251
781369,26.4858222,91.5162309
121001,28.3955154,77.302534
733201,25.8775574,87.9992819
784145,26.4116067,92.1057014
735218,26.688196,88.6833379
382340,23.0737208,72.6395276
824236,24.9399473,84.8515865
781309,26.2928504,91.0571063
796901,22.5053445,93.0123613
413801,18.4375737,74.6244584
500008,17.3702516,78.3548501
221107,25.309239,82.9277268
271845,27.529097,81.9404817
110077,28.573553,77.0662957
204101,27.6059184,78.0513413
843119,26.0401717,85.4882467
785609,26.5925599,93.4136987
110065,28.5673962,77.2480395
788711,26.48,83.66
796770,22.6125315,92.6080435
380018,23.0330048,72.6107548
700016,22.5524907,88.3553219
795133,24.4715789,93.8020384
805131,24.7494186,85.2030107
841428,26.4833158,84.4441307
423401,20.0451297,74.3215891
853205,25.3369004,87.1635026
445204,19.9316491,77.5952108
800111,22.0,79.0
560075,12.9709184,77.6566485
360005,22.2820636,70.761147
246725,29.142318,78.2496697
607106,11.7601514,79.5503705
813210,25.30302,86.9670696
232103,25.0625654,83.2240216
110055,28.6441386,77.2109681
843108,26.1767478,85.3274518
400601,19.2054534,72.9754446
743145,22.9394008,88.4490174
411006,18.5777537,73.9604753
735224,26.5712025,88.8677822
691532,8.9471933,76.8430156
361001,22.4695333,70.059117
400064,19.188867,72.8401266
380026,23.0023795,72.6292121
389130,22.8486253,73.9215641
451666,21.6055316,75.2270583
400043,19.0636008,72.9207789
147001,30.3377769,76.3836348
781141,26.0373299,91.2985113
854105,25.528667,87.5288964
380051,23.003067,72.5184529
262804,27.9436868,80.2405915
785614,26.7091669,93.9701051
736165,26.4105446,89.3932351
793022,25.6354164,91.9144836
425107,21.2378822,75.257955
679325,11.0335789,76.2311494
731204,23.6645225,87.6983041
841226,26.2371951,84.3603827
424304,21.0372722,74.2645879
785621,26.5119506,93.9683698
735210,26.617508,88.9743119
843109,26.2226565,85.4594012
457882,22.528881,74.3311997
493118,21.7584293,81.9971552
787001,27.2442579,94.1153012
821108,25.150573,83.7664797
781103,26.1744069,91.5342822
813209,25.3136554,87.4221703
400065,19.1641834,72.8916638
389120,22.9088722,73.7333561
445205,19.8378456,77.775614
202136,28.009377,77.9857339
473331,24.5478291,77.7444312
201012,28.6565522,77.3656365
244921,28.8951269,79.2562215
444505,20.121642,77.1131481
741313,23.4313982,88.3908474
382345,23.0568048,72.6438844
389146,22.881231,74.007566
842004,26.1816015,85.3991815
641402,11.0133155,77.1045191
733202,26.2570414,88.1844078
272201,27.271563,82.820974
474006,26.2155163,78.2218359
796701,22.9323152,92.738531
302013,26.9057514,75.6985921
743263,22.8395901,88.6583695
783126,26.0328339,90.6788914
795001,24.8055109,93.936935
786170,27.4927556,95.4335018
361002,22.4714777,70.0630467
274001,26.4849409,83.7680038
811307,24.9257594,86.2090357
781126,26.2650311,91.3781609
400101,19.2052228,72.8700503
736167,26.0853931,89.3210442
274402,26.7463149,83.9080932
843113,26.103294,85.3201967
796891,22.5117714,92.877114
500020,17.4115497,78.4971751
440023,21.1541735,78.9869842
843327,26.6562002,85.4313283
382418,23.0080161,72.643838
202123,27.8269191,77.8665026
695305,8.6400802,76.8108548
246763,29.5867116,78.3344791
786188,27.3811074,95.9001291
416410,16.8291775,74.6478422
821109,25.1340073,83.6376368
413113,17.8060897,75.073904
801109,25.4990595,84.9609098
425408,21.3194905,74.5963681
843320,26.4555632,85.7450637
781346,26.5269389,91.3449825
811311,25.2229487,85.9722775
560098,12.9147147,77.5159128
631502,12.8400218,79.7235262
500028,17.3906029,78.4396821
813108,25.1534309,86.7843945
843115,26.0462382,85.6078577
636006,11.6434168,78.1529069
271825,27.539708,81.399049
396230,20.2462857,73.0308235
700006,22.5890207,88.3699896
388325,22.5392419,72.8961278
845450,26.8859779,84.5362174
700129,22.6962089,88.4651441
136027,29.8085514,76.3855379
781036,26.1509131,91.8055759
854326,25.771273,87.655647
110062,28.5127424,77.2379107
635810,12.921271,78.7397659
477557,26.4981488,78.6063627
741223,23.3270471,88.4996473
736206,26.5619652,89.6888599
734427,26.5830804,88.1848956
813101,25.0449078,86.7744897
803101,25.2151194,85.5328408
345028,27.5727913,71.8595859
787056,27.4505007,94.2487422
605801,11.9267389,79.0113595
854108,25.6406433,87.4331088
841239,26.2366547,84.1505195
735217,26.6744717,89.4478201
781308,26.2503596,90.8994299
636122,11.698763,78.235251
841424,26.0261301,84.9570005
804453,25.5561841,85.1237543
209739,27.2904206,79.5978863
721201,22.7445863,87.5146203
382445,22.9587917,72.6386422
636002,11.6435938,78.1236983
854328,26.3757486,87.2899793
110027,28.6469052,77.1196595
734201,27.0463753,88.1548345
743248,22.7843704,88.5573144
813213,25.2179709,86.4878703
110091,28.607282,77.2961942
400708,19.1697888,73.0046316
843314,26.5539419,85.6221462
131001,28.991925,77.018781
781314,26.332142,90.9677242
205001,27.2305889,79.02407
741126,23.5898804,88.3533875
424305,21.1522424,74.3068796
852106,25.7598119,86.5320773
825401,24.2185376,84.9144941
495118,23.0481268,82.1201876
531029,17.974129,82.5717421
606401,11.8750752,78.8840784
736202,26.4985122,89.7402334
443001,20.5154969,76.1786444
271803,27.703964,81.930288
811211,25.2985949,86.5661085
444601,20.9264684,77.7358679
854318,26.2519734,87.2252042
241406,27.6646271,80.1822653
524345,14.3845722,79.7324208
524315,14.6731057,80.0488287
271841,27.2439047,81.5466713
743287,22.940784,88.776758
799289,23.8817262,91.853297
282002,27.1932353,78.0034231
854303,25.7471175,87.4639481
364290,21.091374,71.7615635
686673,9.9858439,76.5810057
632602,12.949859,78.8758127
781317,26.5021476,90.8996002
400703,19.0777076,73.0034767
311603,25.3439442,74.8801137
787061,27.7674917,95.0001387
813203,25.3981106,87.1007244
783371,26.2822002,90.4683111
845440,26.89858,84.700001
457887,22.3052663,74.3701827
471606,24.851266,79.9249116
781017,26.1342651,91.6238313
623536,9.2990399,78.9227908
788098,24.8290203,93.0224118
370201,23.0705486,70.1288546
798621,26.7236981,95.029381
560062,12.8648069,77.4963491
847403,26.1046963,86.2805928
584128,15.7705717,76.750165
788001,24.7680965,92.7195375
782126,26.4273875,92.4387189
380016,23.0545949,72.6056693
785625,26.5158147,94.0637811
431123,18.736092,76.0349553
124001,28.8884502,76.60807
835207,23.1337086,84.6880144
623517,9.2374642,78.7805498
110005,28.7841488,77.1969875
344702,25.4891106,71.0181943
136119,29.9434746,76.8007681
110039,28.809983,77.0287544
805130,24.9957604,85.6278164
560094,13.0398962,77.5730973
281004,27.5011134,77.6639792
241001,27.3749493,80.1314535
847225,26.5552897,86.034557
385570,24.2254743,71.4705129
854301,25.7955897,87.3998546
400604,19.1918767,72.9545969
853202,25.3434034,86.8468087
400701,19.1223722,73.0045822
632001,12.9084279,79.1539375
475220,25.7977294,78.1148037
843316,26.4422611,85.4006159
841237,26.3022222,84.3672222
242042,28.2143189,80.044061
282007,27.2051581,77.9601158
471105,24.7694431,79.7546368
524304,14.6873833,79.6770618
245206,28.8324029,77.7610466
391110,22.1448098,73.4023517
680307,10.3052066,76.3310622
276001,26.0438616,83.1703532
824201,24.5458977,85.0076
700125,22.7390685,88.492262
122108,27.9056961,77.0048007
262201,28.3389879,79.8014621
854114,25.6097698,87.3179234
636010,11.6245984,78.1187929
457893,23.6727,74.8077
845427,26.5822499,85.21456
734001,26.72446,88.4782764
281121,27.5717505,77.6837024
560085,12.9304761,77.5453259
700110,22.7004285,88.3831686
495119,22.777605,81.958941
847227,26.4258859,86.3533284
241404,27.5120947,80.2629287
786611,27.183638,95.1137224
786003,27.4682155,94.9190352
841438,26.3937634,84.2680615
483775,23.9716333,80.6363577
799275,24.0167676,91.9840265
812004,25.2549119,86.9049426
462001,23.2523178,77.3844883
854205,25.8348145,87.1922069
110094,28.7155481,77.2737919
713126,23.590894,87.717928
470227,23.5466888,79.051418
250101,28.8525065,77.3024613
400705,19.0675622,73.0093603
134003,30.3705646,76.7821222
400706,19.0142905,73.0223337
285001,25.9359455,79.4250014
202155,28.0927588,77.8219235
382350,23.0461945,72.6552772
734008,26.872813,88.416712
743127,22.8244023,88.3870998
243202,28.4733463,79.4298047
454446,22.2614753,75.0495277
734101,27.042375,88.2649899
261135,27.7233695,80.8994893
524305,14.5328581,79.8837958
121003,28.4645506,77.3084408
132103,29.3895184,76.9690892
331803,28.0765956,74.0213757
788104,24.8099512,93.105894
841403,25.9985453,84.6897779
524201,14.9079484,79.9921861
845451,26.9962118,84.4021761
425405,21.3749571,74.9299403
524411,14.0367952,80.0460663
560038,12.98083,77.6392889
201005,28.6841662,77.3655262
788107,24.9007466,93.0887055
847121,26.1876257,85.9499437
261207,27.6276219,80.8223502
782412,26.1549434,92.3576553
110024,28.4953297,77.2084748
224188,26.7594566,81.9851537
391240,22.0524553,73.1166347
636015,11.6502872,78.1681301
411014,18.5584537,73.9341092
282003,27.1963878,78.0015899
735211,26.5378191,89.2062528
311001,25.3623721,74.6397874
241124,27.6477513,79.9465492
400709,19.1015239,73.0044136
524308,14.6833748,79.7296721
735202,26.7942033,89.0308455
700039,22.5263747,88.3859753
786101,27.4868534,95.0854322
835216,23.0226687,85.2767232
524309,14.52795,79.72135
125001,29.1516348,75.7253159
630302,9.9506948,78.8176581
424306,20.9397485,74.0811069
560034,12.9255706,77.6343793
562125,12.8718212,77.7837836
811301,24.9675201,85.8830442
625106,10.0060892,78.275806
261121,27.7349215,80.7262993
524322,14.6197072,79.6222811
389260,23.183364,73.825262
790101,27.350443,92.3131801
175101,31.9325067,77.1411785
835324,23.1676519,84.75937
261502,27.9232496,81.1880565
110029,28.5684538,77.2003921
364140,21.3515855,72.0361788
497224,23.2782683,83.9514361
272202,27.4391143,83.1324575
223101,26.0539523,82.6837014
391140,22.1383206,73.8210789
243701,28.6697109,79.1415588
416412,17.0290283,75.5738702
751024,20.3524578,85.8220325
244922,28.5549358,78.99436
562157,13.169487,77.6076487
370421,22.8507789,69.7377192
457993,22.5603355,74.5101618
244924,29.0082169,79.0999333
788817,24.938419,92.665845
271403,26.9121911,81.9748873
384241,15.5934,72.668
382220,22.858778,72.343321
272207,27.2579363,83.0252692
741253,23.165494,88.684405
781006,26.1471176,91.7888145
736146,26.3439756,89.2013824
225302,27.104837,81.0883441
600130,12.8480065,80.2189203
411001,18.5324115,73.8777986
431714,18.8697727,77.1903576
470002,23.8421106,78.7363654
783125,26.0898479,90.8058256
364522,21.2514172,71.3133782
700049,22.6491807,88.4203758
500001,17.3988564,78.4722552
695310,8.7797239,76.7217176
500029,17.4028636,78.4835694
360510,21.9296134,69.7617018
414105,19.4018319,74.8135836
805129,24.808941,85.350447
400059,19.1155885,72.9242784
497223,23.5439279,83.2644854
560004,12.9434895,77.5739593
781120,25.9255212,91.4601656
700056,22.6611615,88.3832115
841406,26.5231404,84.7273517
741402,23.2286522,88.4898661
443103,20.6802616,76.239055
391135,22.2746814,73.7238084
360570,21.6560858,69.8982393
571105,12.3030318,76.2626725
431708,18.9355353,77.1310936
741201,23.1726457,88.5681971
712149,23.0674888,88.2454718
261506,28.0231626,80.8307491
786012,27.498007,95.0348617
743347,21.8593073,88.2329866
562106,12.7145005,77.6869632
600119,12.8955917,80.2273211
389190,23.1137527,74.024045
363030,22.733201,71.7018783
271802,27.6635762,81.7008287
425301,21.1516329,75.7035311
400022,19.0416033,72.8651105
735208,26.8070331,89.3606137
364750,21.9698713,71.5781571
364515,21.3460168,71.319847
262701,27.9747088,80.7318801
788806,24.8658162,92.5378891
226001,26.8630783,80.9088909
735206,26.8345075,88.8203782
764074,19.9416162,82.0131256
562160,12.6218795,77.1605102
207244,27.5879199,79.1465079
797111,26.1007859,94.2331981
400074,19.0347908,72.893072
785636,26.7420955,94.4394137
743249,22.92786,88.7094834
201204,28.8435819,77.5671871
833201,22.525231,85.8349463
799102,23.654411,91.2738076
206301,27.1509208,79.2482634
110054,28.6842039,77.2220805
440024,21.0846122,79.0216563
793017,25.5965728,91.872065
805103,24.8751156,85.4277216
500053,17.5201899,77.9082198
382440,22.9526752,72.6108323
212663,25.8180195,80.652168
848101,25.855802,85.7793372
781038,26.1303357,91.7801627
440017,21.1631216,79.1074484
798620,25.9568057,94.488076
500024,17.3745111,78.4930018
425428,21.5492397,74.891987
784161,27.0232476,93.939553
224001,26.7855456,82.1040544
262802,28.052398,80.4668101
380015,23.0222279,72.527893
560041,12.9248197,77.5931626
122004,28.4043557,77.0162799
361012,22.2576559,70.1994476
382715,23.2979763,72.3321697
452016,22.7234355,75.9217275
389172,23.1056838,73.9720041
786150,27.53,95.49
476224,26.3259254,77.5926904
455227,22.6386408,76.327538
241402,27.2927941,79.821159
382330,23.0845861,72.6839236
473222,24.3557454,77.0052309
262906,28.3904921,80.9810194
387115,22.6934672,72.9814942
221007,25.4236999,82.9261834
416413,17.1917664,75.4795068
831002,22.744677,86.2095047
475001,24.5629366,77.7468515
450001,21.8290835,76.3622418
400076,19.122603,72.9124402
412211,18.6692631,74.3754562
785108,26.821474,94.062337
835210,23.0821656,85.2887341
560017,12.9548112,77.6606378
382735,23.3671932,72.6129872
783391,26.5516892,90.8159401
785703,26.51225,93.9716944
244301,28.642468,78.6660209
600115,12.9480568,80.2535077
365601,21.6038719,71.2215225
225305,27.1682294,81.232404
321203,27.4202538,77.3856983
400037,19.0260093,72.8684152
700124,22.7159946,88.4919563
388307,22.3678,73.0435
312901,25.0871294,74.6654008
854336,26.435272,87.1162959
411023,18.5629111,73.9466638
524004,14.4178749,79.9586758
422003,20.0180804,73.8136836
471501,24.9109,79.5877
273162,27.2486235,83.4149958
385560,23.8832929,71.810806
743235,23.0468736,88.8272813
785006,26.7330569,94.1699184
411028,18.5038096,73.9351221
411038,18.5074258,73.807098
276404,26.0848529,83.2902912
250344,29.1211416,77.5600219
385130,24.4071804,72.6402638
110057,28.5651154,77.1613482
425002,21.0122617,75.5647432
585437,17.7735963,76.9032141
364310,21.9218257,71.8689816
387810,22.7220565,72.4361055
370410,22.9422339,69.8162531
283110,27.093857,77.6614336
304001,26.1313946,75.8108258
464001,23.5186291,77.8153326
110021,28.5930299,77.1810754
785616,26.6677419,94.1157247
241123,27.6026844,79.7968085
741222,23.0755595,88.5356637
221505,25.4117178,82.1486214
781122,26.0990556,91.5139869
431124,18.8504168,76.1377293
792131,26.7988927,95.3429916
284304,25.8914082,78.9684631
788726,25.6418668,93.1028021
312022,25.047521,74.8350094
737111,27.3013783,88.2794474
232104,25.2597116,83.2692238
788165,24.4031764,92.565859
276304,26.0803669,82.875196
823003,24.7888374,85.0470874
423212,20.4476629,74.5996229
711101,22.5972055,88.3459574
460330,22.0127301,77.5927173
787034,27.4292532,94.3176065
243635,27.9536559,79.4097065
241204,27.0721124,80.4919459
141002,30.90227,75.824044
400088,19.0457311,72.9197766
225306,27.2211375,81.1089724
411048,18.4689793,73.891023
788802,24.856214,92.652144
411045,18.5669221,73.7801029
203131,28.2791931,77.8730638
413307,17.4459084,75.2297158
496116,22.4219688,83.1796794
221112,25.3893692,83.0679327
110030,28.5166022,77.189826
815312,24.2922276,86.37273
444101,21.0908279,77.0699533
835227,22.8507007,85.1040882
283101,27.3100877,77.7490793
700119,22.7347342,88.3940539
797115,25.86297,93.7626212
222302,26.1389592,82.2266765
805123,24.9733964,85.5383126
261001,27.6357576,80.595266
845437,26.6090352,84.8329909
403001,15.4961833,73.8214975
586101,16.8303886,75.7148474
221005,25.278903,82.990679
477660,26.6024052,78.5554795
848203,25.6153734,86.2344479
331022,28.0695908,74.6301239
242307,27.9718087,79.7384552
273209,26.680052,83.1287325
788815,24.9684172,92.5730099
110016,28.5493288,77.1988291
242301,27.9668741,79.687501
500079,17.3384082,78.5312535
600052,13.2023126,80.1723194
384355,23.782387,72.6427606
841301,25.7835574,84.7340324
221010,25.2998653,82.9895009
364130,21.137867,71.963689
815301,24.1846041,86.3031386
507123,17.5855512,80.2935848
805121,24.8003261,85.5859047
782125,26.4375797,92.7326917
834003,23.2983354,85.3141158
743271,22.8154283,88.7010812
788805,24.8766475,92.5730321
226004,26.8449317,80.9064599
743262,23.0617987,88.7601156
244411,28.5861778,78.8111359
451556,22.0032129,75.1114329
497118,23.3681935,83.6243938
700007,22.5825143,88.3592005
335523,29.1663392,74.7497851
370150,23.2796013,70.4990731
212657,26.0056214,80.5141903
471318,23.7814377,76.9594384
670003,11.8459969,75.4040898
143401,31.4597521,74.9190613
560046,13.0000311,77.602086
786160,27.5474265,95.6870888
413102,18.1645807,74.5684056
788102,24.812,93.021
785104,26.9791713,94.1693556
494114,17.8097026,81.3819681
221101,25.4551366,83.0061199
423203,20.5521108,74.5265691
212664,26.0360139,80.7059478
440013,21.177703,79.0440176
360590,21.8353417,69.5943731
383325,23.2353573,73.1895904
443201,20.2930359,76.29323
411042,18.4957142,73.824051
361170,22.1915377,69.963963
787035,27.3027,94.2112
500027,17.3943916,78.4945016
110007,28.6835175,77.2051386
412218,18.8530173,74.1809567
500047,17.4895204,78.4159685
388255,22.9626425,73.3202369
221104,25.3925733,83.0802915
786007,27.4026401,94.8797221
736207,26.4762108,89.8073317
412210,18.7803233,74.3907916
571104,12.4307083,75.9649308
261202,27.7683576,80.7343452
481001,21.8051773,80.0342755
736131,26.3770214,89.7780641
400053,19.1379078,72.8294605
452010,22.754933,75.8950813
524413,14.0908289,80.0164225
733210,26.0758552,88.1084472
500056,17.4761391,78.5354134
360311,21.9792536,70.785596
212202,25.3809667,81.608464
202002,27.9013587,78.0759273
388180,22.4916288,72.6561297
781305,26.2764962,91.1881358
798611,25.8554584,94.8040831
422209,20.1601744,73.980814
331001,28.3137666,74.9565191
843125,26.2641281,84.9515101
209206,26.1433699,80.1790135
733124,25.3945452,88.5051473
786153,27.5965505,95.5581921
273402,26.2961699,83.5272447
785107,26.8054859,94.351422
425409,21.4813281,74.5562708
451111,22.1394304,76.0435921
841427,26.4382953,84.5122643
391125,22.1847505,73.645819
241503,22.0,79.0
781381,26.3784107,91.7299224
788728,24.41,92.3
451115,22.324457,76.0444423
261303,27.2525389,80.8337913
451228,22.0959093,75.6022542
209302,26.5641032,79.7758574
385421,24.0391707,72.5516757
273157,27.2341669,83.2733593
695005,8.5340295,76.9703092
507115,17.5963931,80.7381168
363421,22.5650005,71.8001078
500040,17.4606267,78.5630693
400013,19.0045909,72.828296
781302,26.2407794,91.0830524
388625,22.4148228,72.4700863
785010,26.7724921,94.2416438
560027,12.961169,77.5862725
781019,26.1366514,91.7635361
782122,26.4420412,92.5585705
202129,27.8901292,78.3268885
273412,26.3794371,83.4983873
471311,24.4844475,79.1324555
500084,17.4627534,78.3613546
785619,26.6371957,93.7924478
413606,17.8799172,76.692882
311605,25.3565605,75.1369452
411052,18.4970435,73.8168039
828113,23.8486731,86.3052998
207243,27.6304955,79.0875937
110041,28.668246,77.0511347
477446,26.133768,78.861258
477555,26.590297,78.888743
412308,18.4718603,73.9685775
495117,24.0722137,82.406436
422303,20.0803901,74.111444
192303,33.7027624,74.8691405
400050,19.0574705,72.8297225
342012,26.1658751,72.9222389
209301,26.4309322,79.7955769
411021,18.5302328,73.7761233
466001,23.2118462,77.1184749
400026,18.9708569,72.8083614
242303,28.0895279,79.552425
562110,13.2507576,77.6714151
383430,23.8365802,73.0022543
271401,27.0263523,81.9016508
311804,25.4845307,74.2333077
733125,25.3913503,88.2676056
321001,27.2160165,77.5001133
245304,28.7343559,77.7321148
209731,27.0552191,79.6485159
431802,19.400364,77.8489476
307022,24.7845821,73.047964
500064,17.3555261,78.4579667
786154,27.7632145,95.5653695
781101,26.2499848,91.6507547
141014,30.8965242,75.9064295
781129,26.0677999,91.3928
741404,23.2592358,88.4194921
470117,24.063345,78.3369528
451881,21.7296762,74.669665
828201,23.7077761,86.553392
209722,27.1178018,79.7316338
382775,22.8734052,71.8504288
431804,19.624132,78.2010413
382750,23.3622999,71.8518618
383215,23.3494038,72.9543563
805110,24.9833601,85.6789178
834005,23.3794417,85.2927404
805109,24.9493633,85.4422518
360490,21.742353,70.2789382
474005,26.2316093,78.2096498
788161,24.4707284,92.5550997
451221,22.2235299,75.6953861
497119,23.4352079,83.5120487
110015,28.6558467,77.1469537
431127,19.2759147,75.7710307
825103,24.0480066,84.9662471
401208,19.3700179,72.8939779
221109,25.211598,82.819827
832105,22.8794297,86.2882575
271875,27.6981625,81.6178246
500090,17.5316464,78.379719
700121,22.7666135,88.4229828
477227,26.33772,78.808531
276403,26.0267446,83.4069652
487118,23.0069541,79.4763414
477222,26.2661553,78.6674832
495551,21.9395398,82.2796802
422103,19.8284367,73.9953949
384272,23.5544,72.7262
313001,24.5853287,73.7087571
796081,24.2159408,92.6296417
482002,23.1753639,79.8884876
743251,23.1635565,88.8260985
322201,26.4778459,76.7280014
700162,22.5889485,88.4590385
208017,26.5204898,80.1750304
799271,23.8586574,92.2128719
831011,22.8253732,86.1662193
363530,22.6170264,71.247924
301411,27.9488945,76.8358364
413109,17.9082835,74.7221895
805104,24.8834912,85.6255285
474010,26.2500472,78.108531
736204,26.5337559,89.3488433
271502,27.1169593,81.719813
382230,22.58049,72.2234159
122103,28.2004549,77.0615883
274304,26.8910848,83.9763272
364230,21.7317881,71.7608495
271882,27.781493,81.5533911
413705,19.3943036,74.6484343
272208,27.191017,83.124118
261301,27.3005653,80.9026776
276125,26.1274477,83.2338015
788701,24.7626951,92.504998
788126,24.6925,92.1451
523105,15.212777,79.9038017
272205,27.3977889,82.9342025
560060,12.9047713,77.4669157
603204,12.7896745,79.9850594
798603,26.4608733,94.9664676
445215,19.8897824,77.5120313
364240,21.717429,71.9402388
274509,26.2967211,83.921322
785622,26.5937624,93.9426613
451660,22.0701302,75.3086357
466331,22.6982397,77.264745
786184,27.4364699,95.2873245
411046,18.4526421,73.8497368
207242,27.7098763,78.9205152
524223,14.8890179,79.8988092
785610,26.2739,94.012
600028,13.0254664,80.2619427
451770,21.6772553,74.7750774
811302,25.2712605,86.0179185
414203,18.814698,75.148691
312601,24.6366704,74.6908855
682006,9.9176561,76.2732588
736121,26.4829601,89.5323276
110048,28.4641851,77.3944097
802301,25.5597429,84.6627769
411058,18.4846025,73.7996986
212201,25.8504362,81.7175854
461990,22.8610009,78.4940089
788725,24.5755374,92.2965984
787026,27.4111286,94.4222544
182203,33.0783772,75.8501382
380058,23.0241802,72.472779
413106,18.1185345,75.0291085
570023,12.2909631,76.624989
496001,21.8913687,83.381879
721301,22.3181082,87.3417865
110053,28.6916814,77.2664646
735225,26.8775025,88.9104323
841409,26.2956114,84.7044222
370155,23.5273486,70.7856621
477447,25.9997288,78.8751856
421303,19.6608938,73.1400402
798601,26.3151167,94.5123429
452015,22.7223895,75.8069972
731234,23.9600557,87.6978455
831012,22.8261812,86.2133695
207249,27.5107422,79.0101169
250342,29.1636166,77.616342
743329,22.3183631,88.6799611
383220,23.5863168,72.8238449
416404,17.0591857,75.2171829
682030,10.0155871,76.34717
799114,23.5828691,91.4776853
382240,22.7302732,72.2636035
389360,22.4805473,73.5355834
271001,27.1375914,81.963156
854204,25.7440823,85.0121085
743245,22.9448888,88.8127932
788112,24.671,92.43
788113,24.6001593,92.7365782
841211,25.7676893,84.8521442
828109,23.8479475,86.5167685
207122,27.579713,78.5003647
400051,19.0508452,72.8620368
500002,17.3752252,78.4687025
388540,22.4197209,72.9034838
450445,21.215654,76.2799206
785680,26.8118517,94.5446302
783130,26.0291723,90.9470829
477111,26.7361094,78.6782275
391168,22.1887742,74.0489791
832110,22.8403498,86.2050884
695011,8.5280843,76.9195843
388620,22.3400085,72.6394994
785699,26.583121,93.7577962
444301,20.3964714,76.4701126
411041,18.4411618,73.8157035
783369,26.440636,90.3485961
521215,16.941792,80.7770186
521235,17.1086575,80.589435
521263,16.44,80.95
521301,16.4328533,80.994619
521332,16.2962714,81.0449205
521333,16.5572685,81.2544548
521457,16.799786,80.148257
518124,15.3241965,78.2339792
518135,15.227475,78.441677
518166,15.1033432,78.2877674
518176,15.4233222,78.3184396
518221,15.2355,77.7384444
518222,15.3943486,77.8638256
518343,15.8540277,77.4845833
518346,15.4884707,77.0462224
518350,15.6876944,77.4852499
518422,15.8923363,78.5652259
518463,15.7099845,77.5932109
518465,15.5547256,77.5346668
518466,15.7924377,77.8142807
509360,16.7299806,78.5438779
509104,16.2051096,77.9943402
509208,16.5054517,77.5122877
509338,17.0917731,77.6396876
509411,16.8588187,77.6134806
502032,17.5073969,78.3026311
502291,17.6192759,77.9682598
502375,18.0903782,78.916997
520012,16.5286439,80.6010219
521183,16.6531167,80.2790335
521230,16.7639313,80.6663082
508115,17.6032377,78.9398608
518502,15.4753009,78.4808827
518563,15.3309193,78.5129852
524134,14.1107237,79.5505698
524142,14.770144,79.983611
524218,22.0,79.0
524221,14.921048,79.476716
524240,14.6690558,79.9340164
524343,14.5112958,79.4107208
524366,14.5539641,79.9771141
524405,14.2058294,79.8747616
524406,14.1594164,79.7964213
524412,14.1405806,79.9642204
522408,16.240365,79.843226
522415,16.5540357,79.6359524
522611,16.1405144,80.1234409
523108,15.1219596,79.410558
523111,15.3113442,79.5671482
523116,15.1647643,79.7256455
523211,15.6209181,80.022008
523225,15.5462798,79.9473584
523240,15.6011754,79.6074558
523246,15.5510913,79.4200896
523252,15.7514525,79.7779653
523327,16.0402845,79.2923143
523367,15.3296639,78.9002506
523371,15.69,79.28
523372,15.5220297,78.9629134
500076,17.3609277,78.5431951
500092,17.4134042,78.5851438
501142,17.4705733,77.6519036
501359,17.1551223,78.4264568
501503,17.3158976,78.1238129
509337,16.915636,77.8132222
523115,15.0065886,79.8153521
524313,14.5064132,80.1645875
515341,13.841014,77.704301
515501,14.195862,78.0732463
515671,14.4100509,77.7185736
532123,18.4714774,83.7788293
532213,18.7468186,84.0879137
532219,18.7562976,84.5011111
532221,18.7796062,84.403676
532242,18.862988,84.4607854
532407,18.2120349,83.6899547
532427,18.545402,84.011328
532432,18.5109813,84.0386836
517507,13.6426494,79.4184276
517571,13.4818056,79.5179167
524121,13.7016649,80.0194822
530001,17.7296778,83.3101188
530011,17.6866859,83.235208
530022,17.7449361,83.3261728
531024,18.0804289,82.6682256
531030,17.9915914,82.9821687
535005,18.0537915,83.4043687
535126,18.4879182,83.4999076
535128,18.3053906,83.5645698
535216,18.0503796,83.5140088
535534,83.7984,18.8471
535591,18.5182072,83.2043481
535592,18.5439547,83.1474459
535593,18.6485356,83.1323252
506001,18.003461,79.5611646
506101,17.6227391,79.9763132
506112,17.6872798,79.9018101
506132,17.9236002,79.891719
506134,17.8889288,79.8621438
506332,17.8598011,79.8586085
506348,18.2597444,79.766843
506381,17.464718,80.1072638
534002,16.7136668,81.1012896
534004,16.70025,81.13775
534165,16.7716719,81.4773129
534186,16.6401724,81.5232355
534195,16.7430376,81.3918586
534199,16.5844947,81.4575784
534201,16.5415917,81.5333603
534204,16.5702711,81.4324404
534209,16.591816,81.5872145
534211,16.7515214,81.6809817
534225,16.7059876,81.6472133
534281,16.4128841,81.6112798
534301,16.9071832,81.6708827
534305,16.9292455,81.6174384
534313,17.0360757,81.5661994
534425,16.8196893,81.2667506
534432,16.7687097,81.1950491
534462,16.9265875,81.0133767
534475,16.8099424,81.0341586
516002,14.4754613,78.8347933
516003,14.4620057,78.8184388
